year,month,day,weekday,hour,minute,holiday,CALL_TYPE,direction,riding_time_mean,distance_mean,area_a,area_b,area_c_other,area_c_00,area_c_01,area_c_02,area_c_03,area_c_04,area_c_10,area_c_11,area_c_12,area_c_13,area_c_14,area_c_20,area_c_21,area_c_22,area_c_23,area_c_24,area_c_30,area_c_31,area_c_32,area_c_33,area_c_34,area_c_40,area_c_41,area_c_42,area_c_43,area_c_44
2013,7,1,mon,3,0,o,C,NE,977.5,14.7967734,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2013,7,1,mon,3,15,o,C,NE,1140.0,14.10403526,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2013,7,1,mon,3,30,o,C,NE,786.6666667000002,10.4851239,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,3,45,o,C,NE,724.0909091,10.91177118,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,4,0,o,C,NE,986.25,11.65294153,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,4,15,o,C,NE,912.5,15.49536624,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,4,30,o,C,NE,687.8571429,11.539774,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,4,45,o,C,NE,2486.25,26.50945383,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,5,0,o,C,NE,1045.0,13.91129181,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,5,15,o,C,NE,739.2857142999999,11.09447128,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,5,30,o,C,NE,645.0,7.079324195,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,7,1,mon,5,45,o,C,NE,986.25,21.31584236,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,6,0,o,C,UN,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,6,15,o,C,NE,757.5,12.20069916,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,6,30,o,C,NE,897.2727273,11.18316774,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2013,7,1,mon,6,45,o,C,NE,862.5,13.59139401,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,7,0,o,C,NE,624.0,6.725775221,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,7,15,o,C,NE,1256.25,8.322218086,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2013,7,1,mon,7,30,o,C,NE,1071.428571,12.49341827,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0
2013,7,1,mon,7,45,o,C,NE,1044.5454550000004,6.660879185,0,0,15,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,8,0,o,C,NE,1993.75,62.98680178,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1
2013,7,1,mon,8,15,o,C,NE,999.4736842,7.458667533,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0
2013,7,1,mon,8,30,o,C,NE,748.125,6.884310571,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
2013,7,1,mon,8,45,o,C,NE,990.0,9.683680032,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,9,0,o,C,NE,928.3333332999997,6.269106705,0,0,13,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,9,15,o,C,NE,2221.25,18.51698955,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,9,30,o,C,NE,713.3333332999998,6.065033964,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,9,45,o,C,NE,1047.631579,25.81960253,0,0,7,0,0,0,2,1,0,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0
2013,7,1,mon,10,0,o,C,NE,790.0,7.220734273,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,10,15,o,C,NE,1063.0,7.743458772,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013,7,1,mon,10,30,o,C,NE,781.3636364,6.719303619,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,10,45,o,C,NE,918.5294118,7.555228847,0,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,11,0,o,C,NE,938.5714286,16.18386322,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,11,15,o,C,NE,981.4285714,10.53027581,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,11,30,o,C,NE,829.0909091,9.478047257,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,11,45,o,C,NE,704.0625,6.386643874,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,12,0,o,C,NE,1210.0,6.86793432,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,12,15,o,C,NE,858.75,8.222438746,0,0,3,0,0,0,0,1,0,0,0,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,12,30,o,C,NE,1499.0,7.219681487999999,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,12,45,o,C,NE,949.7368421,10.0436478,0,0,12,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0
2013,7,1,mon,13,0,o,C,NE,1758.214286,26.92919928,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
2013,7,1,mon,13,15,o,C,NE,708.5714286,5.810172252,0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,3,0,0,0,0,1,0
2013,7,1,mon,13,30,o,C,NE,1090.0,8.735606352000001,0,0,8,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,13,45,o,C,NE,702.5,5.386664398,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,14,0,o,C,NE,724.2857142999999,5.130878504,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,14,15,o,C,NE,1316.785714,14.57239184,0,0,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2013,7,1,mon,14,30,o,C,NE,904.375,5.479496431,0,0,11,1,0,0,3,1,0,0,2,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,14,45,o,C,NE,579.7058824,6.386117892000001,0,0,9,0,0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,15,0,o,C,NE,605.0,5.592575925,0,0,12,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,15,15,o,C,NE,575.0,5.2693138930000005,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,15,30,o,C,NE,1007.0,11.1589981,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
2013,7,1,mon,15,45,o,C,NE,958.6363636,9.783602681,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,16,0,o,C,NE,1074.0,10.5162587,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0
2013,7,1,mon,16,15,o,C,NE,1374.0,6.4337458860000005,0,0,7,0,0,0,0,1,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,16,30,o,C,NE,1326.818182,8.474437015,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0
2013,7,1,mon,16,45,o,C,NE,1018.636364,6.518352884,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,17,0,o,C,NE,897.5,6.835422178,0,0,15,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,17,15,o,C,NE,1148.181818,8.824390114,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,17,30,o,C,UN,969.375,6.1178813289999985,0,0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,7,1,mon,17,45,o,C,NE,1442.142857,5.538427517000001,0,0,7,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,18,0,o,C,NE,1365.0,6.655385748,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,18,15,o,C,NE,952.5,7.282227913,0,0,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,18,30,o,C,NE,766.5,4.998841945,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,18,45,o,C,NE,478.33333330000005,5.032545164,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,19,0,o,C,UN,394.2857143,5.517222058,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
2013,7,1,mon,19,15,o,C,NE,786.0,6.616639386,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,19,30,o,C,NE,935.625,8.62140511,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
2013,7,1,mon,19,45,o,C,NE,497.14285710000007,3.86171256,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,20,0,o,C,NE,2108.571429,11.55616128,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,20,15,o,C,NE,657.0,5.542468477000001,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,20,30,o,C,NE,837.2727272999998,9.553811038,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,20,45,o,C,NE,771.8181818,6.359317128,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,21,0,o,C,NE,698.1818182,6.12185678,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,21,15,o,C,NE,580.0,6.806271606,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,6,2,2,0,0,0,1,0,0,0,0,0,1
2013,7,1,mon,21,30,o,C,NE,724.0909091,8.197986304,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,1,mon,21,45,o,C,NE,771.4285714,8.418875447000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0
2013,7,1,mon,22,0,o,C,NE,587.5,5.624404771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,22,15,o,C,NE,628.9285714,5.622012978,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1
2013,7,1,mon,22,30,o,C,NE,528.3333333,3.946915203,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,22,45,o,C,NE,775.0,12.75509249,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,23,0,o,C,NE,682.5,8.298391565,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,23,15,o,C,NE,530.0,4.769680537,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,23,30,o,C,NE,696.0,8.657609389,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,1,mon,23,45,o,C,NE,662.1428571,4.936523200000001,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,0,0,o,C,NE,822.0,12.81425489,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,0,15,o,C,NE,625.3846154,5.962942715,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,0,30,o,C,NE,618.75,5.154307871,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,0,45,o,C,NE,397.5,2.986784919,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,1,0,o,C,NE,641.6666667000002,8.882121495,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,1,15,o,C,NE,813.75,7.863990884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2013,7,2,tue,1,30,o,C,NE,510.0,4.694853162,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,1,45,o,C,NE,532.5,6.174212734,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,2,0,o,C,NE,617.1428571,7.657550717999999,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,2,15,o,C,NE,615.0,7.159004104,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,2,30,o,C,NE,555.0,5.254235783,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,2,45,o,C,NE,677.5,8.131192082,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,3,0,o,C,NE,580.3846154,8.170978874,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,3,15,o,C,NE,755.4545455,10.48261783,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
2013,7,2,tue,3,30,o,C,NE,767.7272727000002,7.925890379,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,3,45,o,C,NE,701.7857142999999,11.62838918,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,4,0,o,C,NE,657.2727272999998,7.453188792000001,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,4,15,o,C,NE,671.8421053,8.996630462,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,4,30,o,C,NE,511.3636364,7.776069236,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,4,45,o,C,NE,591.8181818,7.684903424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,5,0,o,C,NE,466.1538462,5.904315972000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,5,15,o,C,NE,818.0769231,14.87117107,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
2013,7,2,tue,5,30,o,C,NE,961.6666667000003,11.02200922,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,5,45,o,C,NE,902.7272727,14.90580845,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,6,0,o,C,NE,735.0,11.18532084,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,6,15,o,C,NE,821.25,10.31709558,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
2013,7,2,tue,6,30,o,C,NE,718.75,10.37749787,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,6,45,o,C,NE,1569.375,18.17889148,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,7,0,o,C,NE,653.4375,6.26108763,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0
2013,7,2,tue,7,15,o,C,NE,993.4615385,10.23827211,0,0,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,7,2,tue,7,30,o,C,NE,1209.0,14.41157176,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,7,45,o,C,NE,818.0,7.416060733999998,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,8,0,o,C,NE,760.0,6.672388319,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,7,2,tue,8,15,o,C,NE,835.3846154,8.394655536,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,8,30,o,C,NE,1043.25,10.85905597,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1
2013,7,2,tue,8,45,o,C,NE,1267.5,5.980690984,0,0,5,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,7,2,tue,9,0,o,C,NE,848.25,8.317619534,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
2013,7,2,tue,9,15,o,C,NE,612.5,5.940868924,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,9,30,o,C,NE,800.8333332999998,5.373911174,0,0,11,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2013,7,2,tue,9,45,o,C,NE,916.4285714,7.808156567999999,0,0,14,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2013,7,2,tue,10,0,o,C,NE,855.0,8.490761358,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,7,2,tue,10,15,o,C,NE,1018.928571,7.746457874,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,10,30,o,C,NE,1155.0,13.57759132,0,0,9,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,10,45,o,C,NE,1343.076923,8.391401037,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,11,0,o,C,NE,558.75,5.353484845,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,11,15,o,C,NE,595.0,6.495592772,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,11,30,o,C,NE,1266.25,11.9354462,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,11,45,o,C,NE,932.0,7.2148693810000015,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2013,7,2,tue,12,0,o,C,NE,720.0,5.735188786,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,12,15,o,C,NE,726.8181818,5.360690478,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,12,30,o,C,NE,934.6153846,6.738737723,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1
2013,7,2,tue,12,45,o,C,NE,850.7142857000001,6.054617572000001,0,0,9,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,13,0,o,C,NE,546.0,5.775618351,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,13,15,o,C,NE,855.0,9.153636557,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2013,7,2,tue,13,30,o,C,NE,1076.8421050000004,7.678718894,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
2013,7,2,tue,13,45,o,C,NE,899.4230769,6.6737498870000005,0,0,17,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
2013,7,2,tue,14,0,o,C,NE,839.2105263000002,7.733028547999999,0,0,13,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
